text,cleaned_text,tokenized_and_lemmatized,sentiment
"Hamas is well known for hiding behind its own population. That is not a reason to give Hamas immunity- rather, it’s yet another reason to eliminate it, for both Israelis and Palestinians.",Hamas is well known for hiding behind its own population That is not a reason to give Hamas immunity rather it s yet another reason to eliminate it for both Israelis and Palestinians,hamas well known hiding behind population reason give hamas immunity rather yet another reason eliminate israeli palestinian,Neutral
That is a thundering disgrace. They parade these chubsters to represent Hamas thugs who have surrendered to the IDF. When I first saw the terrorists  wearing only underpants I immediately knew it was to ensure they were not armed with suicide belts. This is pure anti-Semitism.,That is a thundering disgrace They parade these chubsters to represent Hamas thugs who have surrendered to the IDF When I first saw the terrorists wearing only underpants I immediately knew it was to ensure they were not armed with suicide belts This is pure anti Semitism,thundering disgrace parade chubsters represent hamas thug surrendered idf first saw terrorist wearing underpants immediately knew ensure armed suicide belt pure anti semitism,Negative
Hamas Institute of Terrorism,Hamas Institute of Terrorism,hamas institute terrorism,Negative
Better the dogs than the Gaza terrorists.   Glad the pup is doing well.  Burn Hamas into the ground!!!!,Better the dogs than the Gaza terrorists Glad the pup is doing well Burn Hamas into the ground,better dog gaza terrorist glad pup well burn hamas ground,Positive
Remember how much the Hamas Palestine Islamic terrorist supporters hate Americans.,Remember how much the Hamas Palestine Islamic terrorist supporters hate Americans,remember much hamas palestine islamic terrorist supporter hate american,Negative
Let’s add @jakeshieldsajj  to your list… he is a cock holster for hamas and Muslim dogs,Let s add jakeshieldsajj to your list he is a cock holster for hamas and Muslim dogs,let add jakeshieldsajj list cock holster hamas muslim dog,Negative
Muslims stoning homosexuals to death….how ironic.  This is what Hamas has in store for the “queers for Palestine” tards.,Muslims stoning homosexuals to death how ironic This is what Hamas has in store for the queers for Palestine tards,muslim stoning homosexual death ironic hamas store queer palestine tards,Negative
"And as for Netanyahu's actions - I think there's certainly some scrutiny that must occur - and if this *did* turn out to be the case, it wouldn't surprise me one bit.  Still doesn't come *close* to excusing Hamas, though.",And as for Netanyahu s actions I think there s certainly some scrutiny that must occur and if this did turn out to be the case it wouldn t surprise me one bit Still doesn t come close to excusing Hamas though,netanyahu action think certainly scrutiny must occur turn case surprise one bit still come close excusing hamas though,Positive
😂🤣😂🤣 you don’t get to count the people who died. They didnt matter Israel is good Hamas is bad,you don t get to count the people who died They didnt matter Israel is good Hamas is bad,get count people died didnt matter israel good hamas bad,Negative
"Hamas does, and you support Hamas.",Hamas does and you support Hamas,hamas support hamas,Positive
"Hamas terrorists should be tried for crimes against humanity, they started this conflict #Israel is finishing it…anti-semitic leftists are insane #Canada #HamasTerrorists",Hamas terrorists should be tried for crimes against humanity they started this conflict israel is finishing it anti semitic leftists are insane canada hamas terrorists,hamas terrorist tried crime humanity started conflict israel finishing anti semitic leftist insane canada hamas terrorist,Negative
"BREAKING NEWS; @CNN reports... Israel started flooding Gaza tunnels with sea water... The White House is not sure if there are no hostages in those tunnels... Hamas so far released only one American hostage, a 4 year old boy...",BREAKING NEWS CNN reports Israel started flooding Gaza tunnels with sea water The White House is not sure if there are no hostages in those tunnels Hamas so far released only one American hostage a 4 year old boy,breaking news cnn report israel started flooding gaza tunnel sea water white house sure hostage tunnel hamas far released one american hostage year old boy,Negative
"Yes, there is disagreement about 'the day after Hamas' and I hope that we will reach agreement here as well.  I would like to clarify my position: I will not allow Israel to repeat the mistake of Oslo.",Yes there is disagreement about the day after Hamas and I hope that we will reach agreement here as well I would like to clarify my position I will not allow Israel to repeat the mistake of Oslo,yes disagreement day hamas hope reach agreement well would like clarify position allow israel repeat mistake oslo,Positive
"Seriously Hamas & “Free Palestine” supporters are some of the dumbest low-IQ, hypocritical, & biased human beings on this planet.  Many of which are flat-out Jew-hating antisemitic bastards.   Israel and Jews around the world aren’t tolerating that shit any longer.  Got a problem with that? Go cry about it",Seriously Hamas Free Palestine supporters are some of the dumbest low IQ hypocritical biased human beings on this planet Many of which are flat out Jew hating antisemitic bastards Israel and Jews around the world aren t tolerating that shit any longer Got a problem with that Go cry about it,seriously hamas free palestine supporter dumbest low iq hypocritical biased human being planet many flat jew hating antisemitic bastard israel jew around world tolerating shit longer got problem go cry,Negative
Wait.. what? Hezbollah and HAMAS are allies.  So the question I'd have is this: Was the young man doing anything wrong? Relating to Hezbollah?  I'll look for articles related to this..,Wait what Hezbollah and HAMAS are allies So the question I d have is this Was the young man doing anything wrong Relating to Hezbollah I ll look for articles related to this,wait hezbollah hamas ally question young man anything wrong relating hezbollah look article related,Negative
"Israelis became a joke infront of the world,, first-time he brought stone Next time brought pictures Hamas with older women carrying weapon this time he brought phone number 😂😂😂😂",Israelis became a joke infront of the world first time he brought stone Next time brought pictures Hamas with older women carrying weapon this time he brought phone number,israeli became joke infront world first time brought stone next time brought picture hamas older woman carrying weapon time brought phone number,Positive
blah blah something something hamas blah blah something something human shields blah blah something something Israel is defending itself - same old tired ish 🥱,blah blah something something hamas blah blah something something human shields blah blah something something Israel is defending itself same old tired ish,blah blah something something hamas blah blah something something human shield blah blah something something israel defending old tired ish,Negative
